NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,FG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,eFG%,,,,,,,,,,,,,,,,,,,,
Chase Budinger,Min,SF,26,67,19.2,40,16.5,0.103,81,0.827,247,3.686567164,0.474,1.747432836,143,2.134328358,0.364,0.776895522,5.820895522,2.524328358,0.433666667,0.537,6.8,3,8.8,1,8,0.66,0.15,5.7,0.99980597,14.50100993,11.74202537,0.5004,,,,,,,,,,,,,,,,,,,,
Chris Andersen,Mia,C,36,60,18.9,39.3,12.5,0.135,114,0.667,194,3.233333333,0.598,1.933533333,13,0.216666667,0.308,0.066733333,3.45,2.000266667,0.57978744,0.622,5.3,5,15.9,0.7,6.1,0.43,1.02,5.6,1.2673,17.42458019,14.10935264,0.589458937,,,,,,,,,,,,,,,,,,,,
Chris Bosh,Mia,C,30,44,35.4,73.7,28.9,0.101,232,0.772,577,13.11363636,0.485,6.360113636,168,3.818181818,0.375,1.431818182,16.93181818,7.791931818,0.460194631,0.548,21.1,7,12,2.2,12,0.93,0.57,7.8,4.070545455,23.24550438,18.82277879,0.50247651,,,,,,,,,,,,,,,,,,,,
Chris Copeland,Ind,SF,30,50,16.6,34.5,21.5,0.152,45,0.733,143,2.86,0.42,1.2012,167,3.34,0.311,1.03874,6.2,2.23994,0.361280645,0.468,6.2,2.2,7.4,1,9.9,0.22,0.22,5.8,0.6597,11.20664708,9.074453083,0.44505,,,,,,,,,,,,,,,,,,,,
Chris Douglas-Roberts,Lac,SG,28,12,8.5,17.8,10.9,0,8,1,14,1.166666667,0.286,0.333666667,7,0.583333333,0.143,0.083416667,1.75,0.417083333,0.238333333,0.387,1.6,1,6.6,0.3,5.1,0.08,0,3.7,0.666666667,2.31343279,1.873275492,0.262166667,,,,,,,,,,,,,,,,,,,,
Chris Johnson,Phi,SF,24,9,20.8,43.4,17.2,0.124,8,0.75,21,2.333333333,0.429,1.001,39,4.333333333,0.256,1.109333333,6.666666667,2.110333333,0.31655,0.425,6,2.9,7.5,0.3,2.7,1,0.56,3.3,0.666666667,9.683285047,7.840928268,0.39975,,,,,,,,,,,,,,,,,,,,
Chris Johnson,Uta,SF,24,12,17.6,36.7,16.1,0.083,6,1,26,2.166666667,0.692,1.499333333,38,3.166666667,0.342,1.083,5.333333333,2.582333333,0.4841875,0.608,6.8,1.5,4.9,0.6,5.6,1,0,4.2,0.5,15.09086053,12.21965008,0.58571875,,,,,,,,,,,,,,,,,,,,
Chris Johnson,Mil,SF,24,8,16,33.4,11,0,2,1,12,1.5,0.583,0.8745,18,2.25,0.278,0.6255,3.75,1.5,0.4,0.502,3.9,1.4,4.9,0.6,5.7,0.63,0.25,3.7,0.25,9.0089288,7.294876083,0.4834,,,,,,,,,,,,,,,,,,,,
Chris Kaman,Por,C,32,74,18.9,39.4,22.7,0.154,102,0.706,549,7.418918919,0.515,3.820743243,0,0,0,0,7.418918919,3.820743243,0.515,0.537,8.6,6.5,18.5,0.9,7.8,0.24,0.73,7.8,0.973135135,21.61156346,17.499714,0.515,,,,,,,,,,,,,,,,,,,,
Chris Paul,Lac,PG,29,82,34.8,72.6,24,0.126,321,0.9,821,10.01219512,0.523,5.236378049,350,4.268292683,0.397,1.694512195,14.2804878,6.930890244,0.48533988,0.596,19.1,4.6,7.4,10.2,47.4,1.9,0.18,11.1,3.523170732,31.15206784,25.22502726,0.544669513,,,,,,,,,,,,,,,,,,,,
CJ McCollum,Por,SG,23,62,15.7,32.7,20.7,0.108,73,0.699,226,3.64516129,0.46,1.676774194,139,2.241935484,0.396,0.887806452,5.887096774,2.564580645,0.435627397,0.534,6.8,1.5,5,1,10.3,0.69,0.13,5.5,0.823016129,15.43982409,12.50221929,0.511030137,,,,,,,,,,,,,,,,,,,,
CJ Miles,Ind,SG,27,70,26.3,54.8,24.1,0.075,161,0.807,381,5.442857143,0.459,2.498271429,446,6.371428571,0.345,2.198142857,11.81428571,4.696414286,0.397519952,0.525,13.5,3.1,6.4,1.1,7.1,0.86,0.37,5.5,1.8561,17.08284021,13.83263263,0.490548972,,,,,,,,,,,,,,,,,,,,
CJ Watson,Ind,PG,30,57,24.9,52,19,0.169,167,0.826,242,4.245614035,0.459,1.948736842,175,3.070175439,0.4,1.228070175,7.315789474,3.176807018,0.434239808,0.581,10,2.9,6.3,3.6,23.3,1,0.16,7.6,2.420035088,19.77374178,16.01155911,0.518172662,,,,,,,,,,,,,,,,,,,,
Cleanthony Early,Nyk,SF,23,39,16.6,34.6,19.9,0.145,48,0.75,130,3.333333333,0.415,1.383333333,84,2.153846154,0.262,0.564307692,5.487179487,1.947641026,0.354943925,0.447,5.4,2.5,8.7,0.9,9.1,0.62,0.31,5.5,0.923076923,11.57259349,9.370773966,0.406364486,,,,,,,,,,,,,,,,,,,,
Clint Capela,Hou,C,20,12,7.5,15.6,21.6,0.113,23,0.174,29,2.416666667,0.483,1.16725,0,0,0,0,2.416666667,1.16725,0.483,0.409,2.7,3,22.2,0.2,3.7,0.08,0.75,6.3,0.3335,14.36154303,11.62909366,0.483,,,,,,,,,,,,,,,,,,,,
Cody Zeller,Cha,C,22,62,24,50,15.8,0.122,164,0.774,372,6,0.46,2.76,1,0.016129032,1,0.016129032,6.016129032,2.776129032,0.461447721,0.53,7.6,5.8,13.4,1.6,10.9,0.56,0.79,6.9,2.047354839,16.99952451,13.7651687,0.462788204,,,,,,,,,,,,,,,,,,,,
Cole Aldrich,Nyk,C,26,61,16,33.3,18.6,0.152,64,0.781,301,4.93442623,0.478,2.358655738,0,0,0,0,4.93442623,2.358655738,0.478,0.513,5.5,5.5,20,1.2,13.3,0.62,1.07,8.3,0.819409836,21.31366402,17.25849337,0.478,,,,,,,,,,,,,,,,,,,,
Corey Brewer,Hou,SF,28,56,25.1,52.4,22.7,0.112,148,0.764,386,6.892857143,0.503,3.467107143,194,3.464285714,0.284,0.983857143,10.35714286,4.450964286,0.429748276,0.516,11.9,3.6,8,1.7,11.5,1.05,0.27,6.7,2.019142857,18.14995673,14.69671791,0.477244828,,,,,,,,,,,,,,,,,,,,
Corey Brewer,Min,SF,28,24,28.3,59,20.3,0.162,78,0.705,184,7.666666667,0.467,3.580333333,41,1.708333333,0.195,0.333125,9.375,3.913458333,0.417435556,0.484,10.5,3.9,7.9,3.3,18.6,2.25,0.17,7.3,2.29125,18.45456131,14.94336795,0.435202222,,,,,,,,,,,,,,,,,,,,
Cory Jefferson,Bro,PF,24,50,10.6,22.1,18.4,0.095,54,0.574,152,3.04,0.48,1.4592,15,0.3,0.133,0.0399,3.34,1.4991,0.448832335,0.48,3.7,2.9,15.3,0.3,4.8,0.2,0.42,5.6,0.61992,13.73964011,11.12551495,0.454805389,,,,,,,,,,,,,,,,,,,,
Cory Joseph,San,PG,23,79,18.3,38.1,17.3,0.124,143,0.734,367,4.64556962,0.52,2.415696203,44,0.556962025,0.364,0.202734177,5.202531646,2.61843038,0.50329927,0.564,6.8,2.4,7.5,2.4,19.7,0.58,0.22,7.4,1.328632911,17.95174679,14.5362197,0.522783455,,,,,,,,,,,,,,,,,,,,
Courtney Lee,Mem,SG,29,77,30.6,63.7,15.4,0.1,129,0.86,419,5.441558442,0.473,2.573857143,225,2.922077922,0.4,1.168831169,8.363636364,3.742688312,0.447495342,0.554,10.1,2.3,4.3,2,9.8,0.97,0.16,4.7,1.440779221,13.30932921,10.77707566,0.517371118,,,,,,,,,,,,,,,,,,,,
D.J. Augustin,Det,PG,27,54,23.8,49.7,22.5,0.17,169,0.87,311,5.759259259,0.45,2.591666667,150,2.777777778,0.327,0.908333333,8.537037037,3.5,0.409978308,0.536,10.6,1.9,4.2,4.9,33.2,0.61,0.04,7.8,2.722777778,20.23191639,16.38256071,0.463177874,,,,,,,,,,,,,,,,,,,,
D.J. Augustin,Okc,PG,27,28,24.2,50.3,15.3,0.148,36,0.861,90,3.214285714,0.389,1.250357143,96,3.428571429,0.354,1.213714286,6.642857143,2.464071429,0.370935484,0.503,7.3,2.2,4.8,3.1,18.6,0.57,0.04,6.1,1.107,12.92054077,10.46225871,0.462290323,,,,,,,,,,,,,,,,,,,,
Damian Lillard,Por,PG,24,82,35.7,74.3,27.2,0.126,398,0.864,788,9.609756098,0.5,4.804878049,572,6.975609756,0.343,2.392634146,16.58536585,7.197512195,0.433967647,0.56,21,4.6,6.9,6.2,29,1.18,0.26,9.4,4.193560976,25.62231449,20.74737334,0.506098529,,,,,,,,,,,,,,,,,,,,
Damjan Rudez,Ind,SF,28,68,15.4,32.1,14,0.149,23,0.696,93,1.367647059,0.538,0.735794118,170,2.5,0.406,1.015,3.867647059,1.750794118,0.452676806,0.591,4.8,0.7,2.5,0.8,7.9,0.24,0.07,3.6,0.235411765,9.827665564,7.957838725,0.583893536,,,,,,,,,,,,,,,,,,,,
Danilo Gallinari,Den,SF,26,59,24.2,50.3,21.8,0.08,191,0.895,267,4.525423729,0.453,2.050016949,301,5.101694915,0.355,1.811101695,9.627118644,3.861118644,0.401066901,0.563,12.4,3.7,8.3,1.4,9.4,0.8,0.34,6.6,2.897372881,19.88166929,16.09895217,0.495129401,,,,,,,,,,,,,,,,,,,,
Danny Granger,Mia,SF,31,30,20.4,42.6,15.8,0.119,37,0.757,78,2.6,0.449,1.1674,84,2.8,0.357,0.9996,5.4,2.167,0.401296296,0.527,6.3,2.7,7.8,0.6,4.4,0.43,0.2,4.3,0.933633333,11.03863268,8.938405363,0.493851852,,,,,,,,,,,,,,,,,,,,
Danny Green,San,SG,27,81,28.5,59.4,17.7,0.105,127,0.874,281,3.469135802,0.466,1.616617284,457,5.641975309,0.418,2.358345679,9.111111111,3.974962963,0.436276423,0.596,11.7,4.2,8.4,2,10.3,1.25,1.07,6.5,1.370345679,19.65442676,15.91494515,0.565697832,,,,,,,,,,,,,,,,,,,,
Dante Cunningham,Nor,PF,27,66,25,52.2,11.1,0.089,47,0.617,329,4.984848485,0.468,2.332909091,10,0.151515152,0.1,0.015151515,5.136363636,2.348060606,0.457144543,0.473,5.2,3.9,8.8,0.8,4.4,0.7,0.56,4.1,0.439378788,9.88405579,8.00350006,0.458619469,,,,,,,,,,,,,,,,,,,,
Dante Exum,Uta,PG,19,82,22.2,46.2,14.1,0.215,32,0.625,152,1.853658537,0.408,0.756292683,264,3.219512195,0.314,1.010926829,5.073170732,1.767219512,0.348346154,0.457,4.8,1.6,4.2,2.4,16.6,0.5,0.17,4.8,0.243902439,9.001705855,7.289027387,0.447980769,,,,,,,,,,,,,,,,,,,,
Darius Miller,Nor,SF,24,5,8.7,18.1,8.6,0.125,0,0,6,1.2,0.167,0.2004,1,0.2,0,0,1.4,0.2004,0.143142857,0.143,0.4,0.2,1.3,0.4,6,0.2,0,1.5,0,-4.748324904,-3.844901269,0.143142857,,,,,,,,,,,,,,,,,,,,
Darius Morris,Bro,PG,24,38,7.9,16.4,20.3,0.16,9,0.444,73,1.921052632,0.397,0.762657895,33,0.868421053,0.212,0.184105263,2.789473684,0.946763158,0.33940566,0.377,2.2,0.7,5.1,1.3,24.7,0.24,0,6.4,0.105157895,7.486033871,6.061729497,0.37240566,,,,,,,,,,,,,,,,,,,,
Darrell Arthur,Den,PF,26,58,17,35.5,20.3,0.103,59,0.78,274,4.724137931,0.471,2.225068966,110,1.896551724,0.236,0.447586207,6.620689655,2.672655172,0.403682292,0.466,6.6,2.9,9.4,1,9.3,0.83,0.45,6.3,0.793448276,15.14480114,12.26332787,0.437484375,,,,,,,,,,,,,,,,,,,,
Darren Collison,Sac,PG,27,45,34.8,72.4,21.3,0.151,184,0.788,389,8.644444444,0.514,4.443244444,161,3.577777778,0.373,1.334511111,12.22222222,5.777755556,0.472725455,0.575,16.1,3.2,5.2,5.6,27.2,1.49,0.31,7.6,3.222044444,22.11960815,17.91109731,0.527319091,,,,,,,,,,,,,,,,,,,,
David Lee,Gol,PF,31,49,18.5,38.5,19.9,0.12,104,0.654,311,6.346938776,0.514,3.262326531,2,0.040816327,0,0,6.387755102,3.262326531,0.510715655,0.541,7.9,5.2,15.3,1.7,13.7,0.63,0.53,8.9,1.388081633,21.81927301,17.66790441,0.510715655,,,,,,,,,,,,,,,,,,,,
David Stockton,Sac,PG,23,3,11,23,17.1,0.316,6,0.5,4,1.333333333,0.25,0.333333333,2,0.666666667,0.5,0.333333333,2,0.666666667,0.333333333,0.463,2.7,0.7,3.4,3,39,0.67,0,6.5,1,15.39880562,12.46900506,0.416666667,,,,,,,,,,,,,,,,,,,,
David West,Ind,PF,34,66,28.7,59.8,21.2,0.137,161,0.739,666,10.09090909,0.479,4.833545455,20,0.303030303,0.2,0.060606061,10.39393939,4.894151515,0.470865889,0.508,11.7,6.8,13.1,3.4,20.1,0.73,0.73,9,1.802712121,20.33189308,16.46351568,0.473781341,,,,,,,,,,,,,,,,,,,,
DeAndre Jordan,Lac,C,26,82,34.4,71.6,13.8,0.128,471,0.397,530,6.463414634,0.713,4.608414634,4,0.048780488,0.25,0.012195122,6.512195122,4.620609756,0.709531835,0.638,11.5,15,24.5,0.7,3.2,0.99,2.23,5.7,2.280329268,24.05852199,19.48111042,0.710468165,,,,,,,,,,,,,,,,,,,,
DeJuan Blair,Was,PF,25,29,6.2,13,18.5,0.179,6,0.667,57,1.965517241,0.456,0.896275862,0,0,0,0,1.965517241,0.896275862,0.456,0.469,1.9,1.9,17.5,0.1,2.6,0.24,0.03,4.6,0.138,10.37897839,8.404257917,0.456,,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,Tor,SG,25,60,35,72.9,28.7,0.104,434,0.832,902,15.03333333,0.426,6.4042,88,1.466666667,0.284,0.416533333,16.5,6.820733333,0.413377778,0.51,20.1,4.6,7.6,3.5,17,1.22,0.18,7.8,6.018133333,21.37554621,17.30860175,0.426,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,Sac,C,24,59,34.1,71.1,34.6,0.163,541,0.782,1058,17.93220339,0.469,8.41020339,8,0.13559322,0.25,0.033898305,18.06779661,8.444101695,0.467356473,0.545,24.1,12.7,21,3.6,20.4,1.53,1.76,12.1,7.170542373,34.40182936,27.85648414,0.468294559,,,,,,,,,,,,,,,,,,,,
DeMarre Carroll,Atl,SF,28,70,31.3,65.1,17.1,0.094,181,0.702,349,4.985714286,0.567,2.8269,304,4.342857143,0.395,1.715428571,9.328571429,4.542328571,0.486926493,0.603,12.6,5.3,9.7,1.7,8.3,1.34,0.24,6.2,1.815171429,18.69850902,15.1409018,0.578871363,,,,,,,,,,,,,,,,,,,,
Dennis Schroder,Atl,PG,21,77,19.7,41,27.4,0.168,179,0.827,517,6.714285714,0.449,3.014714286,148,1.922077922,0.351,0.674649351,8.636363636,3.689363636,0.427189474,0.516,10,2.1,6.2,4.1,34.6,0.64,0.05,9,1.922506494,21.86635218,17.70602622,0.46624812,,,,,,,,,,,,,,,,,,,,
Deron Williams,Bro,PG,30,68,31.1,64.8,22.6,0.149,241,0.834,535,7.867647059,0.396,3.115588235,237,3.485294118,0.367,1.279102941,11.35294118,4.394691176,0.38709715,0.505,13,3.5,6.3,6.6,33.7,0.94,0.25,8.6,2.955794118,20.27819579,16.42003492,0.443430699,,,,,,,,,,,,,,,,,,,,
Derrick Favors,Uta,PF,23,74,30.8,64.2,24.3,0.102,332,0.669,912,12.32432432,0.527,6.494918919,6,0.081081081,0.167,0.013540541,12.40540541,6.508459459,0.524647059,0.558,16,8.2,15.4,1.5,9.4,0.81,1.66,7.6,3.001459459,24.33450095,19.70458119,0.52519281,,,,,,,,,,,,,,,,,,,,
Derrick Rose,Chi,PG,26,51,30,62.5,32.1,0.149,187,0.813,564,11.05882353,0.465,5.142352941,271,5.31372549,0.28,1.487843137,16.37254902,6.630196078,0.404958084,0.493,17.7,3.2,5.7,4.9,30.7,0.71,0.31,8.7,2.981,21.59628304,17.48734085,0.45039521,,,,,,,,,,,,,,,,,,,,
Derrick Williams,Sac,PF,23,74,19.8,41.2,19.2,0.089,196,0.684,329,4.445945946,0.511,2.271878378,156,2.108108108,0.314,0.661945946,6.554054054,2.933824324,0.447635052,0.54,8.3,2.7,7.8,0.7,5.6,0.46,0.05,5.1,1.811675676,14.56176463,11.79122078,0.498134021,,,,,,,,,,,,,,,,,,,,
Devin Harris,Dal,PG,31,76,22.2,46.2,18.3,0.125,162,0.815,258,3.394736842,0.481,1.632868421,266,3.5,0.357,1.2495,6.894736842,2.882368421,0.418053435,0.559,8.8,1.8,4.4,3.1,20.4,1.03,0.18,6.6,1.737236842,18.17917636,14.72037817,0.508666031,,,,,,,,,,,,,,,,,,,,
Devyn Marble,Orl,SG,22,16,13,27.1,13.3,0.15,16,0.313,22,1.375,0.455,0.625625,22,1.375,0.182,0.25025,2.75,0.875875,0.3185,0.362,2.3,1.9,8.4,1.1,11.5,0.56,0.13,5.2,0.313,7.37532791,5.972086623,0.364,,,,,,,,,,,,,,,,,,,,
Dewayne Dedmon,Orl,C,25,59,14.3,29.8,13.1,0.211,64,0.531,161,2.728813559,0.565,1.541779661,1,0.016949153,0,0,2.745762712,1.541779661,0.561512346,0.568,3.7,5,19.7,0.2,1.6,0.27,0.85,4.3,0.576,16.2975673,13.19676696,0.561512346,,,,,,,,,,,,,,,,,,,,
Dion Waiters,Cle,SG,23,33,23.8,49.6,24.4,0.12,60,0.783,256,7.757575758,0.453,3.514181818,86,2.606060606,0.256,0.667151515,10.36363636,4.181333333,0.403461988,0.468,10.5,1.7,4.2,2.2,15.6,1.33,0.3,5.7,1.423636364,15.64996255,12.67237649,0.435649123,,,,,,,,,,,,,,,,,,,,
Dion Waiters,Okc,SG,23,47,30.3,63,22,0.088,112,0.625,444,9.446808511,0.419,3.958212766,160,3.404255319,0.319,1.085957447,12.85106383,5.044170213,0.392509934,0.455,12.7,2.9,5.1,1.9,9.8,1,0.23,5.4,1.489361702,12.99135443,10.51959926,0.434761589,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,Dal,PF,36,77,29.6,61.7,25.3,0.065,289,0.882,788,10.23376623,0.486,4.97361039,274,3.558441558,0.38,1.352207792,13.79220779,6.325818182,0.458651601,0.56,17.3,5.9,11,1.9,10.4,0.51,0.43,7.8,3.310363636,22.79587461,18.45869627,0.507672316,,,,,,,,,,,,,,,,,,,,
Donald Sloan,Ind,PG,27,53,20.9,43.5,18.8,0.143,77,0.779,224,4.226415094,0.464,1.961056604,131,2.471698113,0.313,0.773641509,6.698113208,2.734698113,0.408278873,0.503,7.4,2.7,7.1,3.6,27.5,0.43,0,8,1.131754717,16.25642456,13.1634521,0.466029577,,,,,,,,,,,,,,,,,,,,
Donatas Motiejunas,Hou,PF,24,71,28.7,59.8,19.4,0.137,166,0.602,567,7.985915493,0.536,4.280450704,133,1.873239437,0.368,0.689352113,9.85915493,4.969802817,0.50408,0.553,12,5.9,11.4,1.8,10.8,0.79,0.48,7,1.407492958,18.7961091,15.21993234,0.53904,,,,,,,,,,,,,,,,,,,,
Dorell Wright,Por,SF,29,48,12.3,25.7,17.3,0.079,42,0.81,82,1.708333333,0.378,0.64575,108,2.25,0.38,0.855,3.958333333,1.50075,0.379136842,0.525,4.6,2.3,10,0.9,10.2,0.42,0.21,6.9,0.70875,15.05121189,12.18754506,0.487136842,,,,,,,,,,,,,,,,,,,,
Doug McDermott,Chi,SF,23,36,8.9,18.6,18.6,0.13,15,0.667,66,1.833333333,0.455,0.834166667,41,1.138888889,0.317,0.361027778,2.972222222,1.195194444,0.402121495,0.48,3,1.2,7.3,0.2,3,0.11,0.03,4,0.277916667,7.472618068,6.050866205,0.46285514,,,,,,,,,,,,,,,,,,,,
Draymond Green,Gol,SF,24,79,31.5,65.7,17.5,0.135,200,0.66,436,5.518987342,0.523,2.88643038,329,4.164556962,0.337,1.403455696,9.683544304,4.289886076,0.443007843,0.54,11.7,8.2,14,3.7,16.1,1.56,1.25,9,1.670886076,22.27387465,18.03601283,0.515473856,,,,,,,,,,,,,,,,,,,,
Drew Gooden,Was,PF,33,51,16.9,35.3,17.3,0.086,44,0.773,217,4.254901961,0.401,1.706215686,60,1.176470588,0.383,0.450588235,5.431372549,2.156803922,0.397101083,0.467,5.4,4.4,14.5,1,8.6,0.41,0.18,6.8,0.666901961,13.90476304,11.25922133,0.438581227,,,,,,,,,,,,,,,,,,,,
Drew Gordon,Phi,C,24,9,7.9,16.5,17.4,0.287,2,0.5,16,1.777777778,0.5,0.888888889,3,0.333333333,0,0,2.111111111,0.888888889,0.421052632,0.428,1.9,2,13.7,0.2,4.8,0.11,0,4.6,0.111111111,6.727642934,5.447631192,0.421052632,,,,,,,,,,,,,,,,,,,,
Dwight Buycks,Lal,PG,25,6,20.5,42.6,20.7,0.213,10,0.9,29,4.833333333,0.379,1.831833333,11,1.833333333,0.636,1.166,6.666666667,2.997833333,0.449675,0.586,8.7,2,5.4,2.3,18.4,0.5,0,6.7,1.5,17.42746381,14.11168761,0.537125,,,,,,,,,,,,,,,,,,,,
Dwight Howard,Hou,C,29,41,29.8,62.1,23.6,0.175,271,0.528,421,10.26829268,0.594,6.099365854,2,0.048780488,0.5,0.024390244,10.31707317,6.123756098,0.593555556,0.596,15.8,10.5,19.5,1.2,7.3,0.68,1.29,7.8,3.48995122,26.63474261,21.56717532,0.594737589,,,,,,,,,,,,,,,,,,,,
Dwight Powell,Dal,PF,23,24,9.5,19.7,16.9,0.106,31,0.774,51,2.125,0.471,1.000875,11,0.458333333,0.273,0.125125,2.583333333,1.126,0.435870968,0.535,3.4,2,11.8,0.4,5.7,0.29,0.25,5.9,0.99975,14.28313337,11.56560234,0.46008871,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,Mia,SG,33,62,31.8,66.2,35.3,0.144,370,0.768,982,15.83870968,0.489,7.745129032,102,1.64516129,0.284,0.467225806,17.48387097,8.212354839,0.469710332,0.534,21.5,3.5,6.7,4.8,32.1,1.18,0.34,9,4.583225806,26.42409879,21.39660891,0.483071956,,,,,,,,,,,,,,,,,,,,
Earl Barron,Pho,C,33,16,8.9,18.6,15.4,0.101,12,0.5,35,2.1875,0.286,0.625625,4,0.25,0.5,0.125,2.4375,0.750625,0.307948718,0.361,2,1.8,10.7,0.3,4.9,0.25,0.13,4.6,0.375,5.415289265,4.38496796,0.333589744,,,,,,,,,,,,,,,,,,,,
Earl Clark,Bro,PF,27,10,9.3,19.4,18.8,0.159,4,0.25,16,1.6,0.438,0.7008,14,1.4,0.286,0.4004,3,1.1012,0.367066667,0.425,2.7,2.3,13.9,0.3,4.9,0.3,0.4,5.3,0.1,10.50593875,8.507062604,0.4338,,,,,,,,,,,,,,,,,,,,
Ed Davis,Lal,PF,25,79,23.3,48.5,14.9,0.094,189,0.487,469,5.936708861,0.601,3.567962025,0,0,0,0,5.936708861,3.567962025,0.601,0.594,8.3,7.6,18,1.2,8.3,0.62,1.24,7.3,1.165101266,21.5855843,17.47867767,0.601,,,,,,,,,,,,,,,,,,,,
Elfrid Payton,Orl,PG,20,82,30.4,63.2,18.6,0.202,214,0.551,666,8.12195122,0.435,3.53304878,42,0.512195122,0.262,0.134195122,8.634146341,3.667243902,0.424737288,0.456,8.9,4.3,7.9,6.5,32.6,1.73,0.24,8.3,1.43797561,18.4474135,14.9375801,0.432508475,,,,,,,,,,,,,,,,,,,,
Elijah Millsap,Uta,SG,27,47,19.7,40.9,17.3,0.195,86,0.674,148,3.14893617,0.358,1.127319149,90,1.914893617,0.311,0.595531915,5.063829787,1.722851064,0.340226891,0.45,5.3,3.2,9.4,1.2,9.7,1.19,0.34,5.5,1.233276596,12.63841214,10.23380831,0.399029412,,,,,,,,,,,,,,,,,,,,
Elliot Williams,Uta,SG,25,5,8.4,17.4,20,0.224,2,0.5,6,1.2,0.167,0.2004,7,1.4,0.714,0.9996,2.6,1.2,0.461538462,0.648,3.6,0.6,4.1,0.8,16.2,0.4,0,5.7,0.2,15.75775134,12.75965721,0.653769231,,,,,,,,,,,,,,,,,,,,
Elliot Williams,Nor,SG,25,8,9.6,20,15,0,2,0,13,1.625,0.385,0.625625,11,1.375,0.273,0.375375,3,1.001,0.333666667,0.382,2.4,0.6,3.7,1,15.3,0.25,0,4.7,0,4.957315031,4.014128612,0.396229167,,,,,,,,,,,,,,,,,,,,
Elton Brand,Atl,PF,35,36,13.5,28.1,11.8,0.146,23,0.522,94,2.611111111,0.447,1.167166667,1,0.027777778,0,0,2.638888889,1.167166667,0.442294737,0.457,2.7,2.8,11.8,0.6,6.4,0.47,0.67,4.9,0.3335,11.21955611,9.084906022,0.442294737,,,,,,,,,,,,,,,,,,,,
Enes Kanter,Okc,C,22,26,31.1,64.8,24.2,0.116,116,0.776,342,13.15384615,0.564,7.418769231,4,0.153846154,0.75,0.115384615,13.30769231,7.534153846,0.566150289,0.611,18.7,11,19,1.1,6.4,0.5,0.5,7.8,3.462153846,27.84849696,22.54999889,0.570485549,,,,,,,,,,,,,,,,,,,,
Enes Kanter,Uta,C,22,49,27.1,56.4,25.6,0.128,118,0.788,541,11.04081633,0.505,5.575612245,41,0.836734694,0.317,0.265244898,11.87755102,5.840857143,0.491756014,0.535,13.8,7.8,16.7,0.5,3.8,0.47,0.33,5.6,1.897632653,20.40482993,16.52257545,0.502921821,,,,,,,,,,,,,,,,,,,,
Eric Bledsoe,Pho,PG,25,81,34.6,72,24.2,0.181,441,0.8,774,9.555555556,0.491,4.691777778,272,3.358024691,0.324,1.088,12.91358025,5.779777778,0.447573614,0.555,17,5.2,8.3,6.1,27.9,1.57,0.56,9.4,4.355555556,24.72602022,20.0216094,0.489699809,,,,,,,,,,,,,,,,,,,,
Eric Gordon,Nor,SG,26,61,33.1,68.9,20.1,0.14,133,0.805,378,6.196721311,0.381,2.36095082,315,5.163934426,0.448,2.313442623,11.36065574,4.674393443,0.411454545,0.544,13.4,2.6,4.5,3.8,17.7,0.82,0.23,6.2,1.755163934,16.3399696,13.23110173,0.513272727,,,,,,,,,,,,,,,,,,,,
Erick Green,Den,PG,23,43,9.5,19.9,19.4,0.077,12,0.833,115,2.674418605,0.409,1.093837209,47,1.093023256,0.298,0.32572093,3.76744186,1.41955814,0.376796296,0.436,3.4,0.7,4.1,0.9,15.1,0.28,0,5.4,0.232465116,8.732433411,7.070987134,0.420024691,,,,,,,,,,,,,,,,,,,,
Ersan Ilyasova,Mil,PF,27,58,22.7,47.4,22.6,0.069,107,0.645,367,6.327586207,0.515,3.258706897,190,3.275862069,0.389,1.274310345,9.603448276,4.533017241,0.472019749,0.554,11.5,4.8,12,1,7.4,0.62,0.33,6.7,1.189913793,19.94893131,16.15341681,0.538366248,,,,,,,,,,,,,,,,,,,,
E’Twaun Moore,Chi,SG,25,56,9,18.8,14.6,0.087,20,0.6,101,1.803571429,0.485,0.874732143,38,0.678571429,0.342,0.232071429,2.482142857,1.106803571,0.445906475,0.504,2.7,0.8,5,0.6,10.4,0.36,0.11,4.8,0.214285714,9.645558582,7.810379699,0.492654676,,,,,,,,,,,,,,,,,,,,
Evan Fournier,Orl,SG,22,58,28.6,59.7,20,0.114,147,0.728,350,6.034482759,0.48,2.896551724,225,3.879310345,0.378,1.46637931,9.913793103,4.362931034,0.440086957,0.546,12,2.6,5.2,2.1,11.5,0.69,0.03,5.6,1.845103448,15.3736602,12.44864385,0.514043478,,,,,,,,,,,,,,,,,,,,
Evan Turner,Bos,SG,26,82,27.6,57.4,19.7,0.197,141,0.752,627,7.646341463,0.458,3.50202439,119,1.451219512,0.277,0.401987805,9.097560976,3.904012195,0.429127346,0.482,9.5,5.1,10.1,5.5,30,1.01,0.23,9.3,1.293073171,19.51338845,15.80074101,0.451220509,,,,,,,,,,,,,,,,,,,,
