NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,Tor%,FTAT,FTA,FTM,FT%,2PAT,2PA,2PM,2P%,3PAT,3PA,3PM,3P%,FGA,FGM,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TO,VI,ORTG,DRTG,PER_n,PER
Yogi Ferrell,Lac,G,28.02,8.00,12.10,25.10,17.90,0.00,7.00,0.88,0.88,1.00,17.00,2.13,0.75,0.35,19.00,2.38,0.75,0.32,4.50,1.50,0.42,0.47,4.60,1.50,7.00,2.10,23.60,0.50,0.25,0.00,8.10,121.70,106.80,16.57,12.43
Dorian Finney-Smith,Dal,F,28.04,60.00,32.00,66.70,12.30,9.00,41.00,0.68,0.52,0.76,164.00,2.73,1.68,0.62,302.00,5.03,1.98,0.39,7.77,3.67,0.60,0.61,9.80,5.40,9.40,1.70,7.20,0.87,0.40,0.80,5.60,123.50,109.40,13.87,10.40
Malik Fitts,Lac,F,20.00,3.00,3.60,7.50,12.30,0.00,0.00,0.00,0.00,0.00,1.00,0.33,0.00,0.00,2.00,0.67,0.33,0.50,1.00,0.33,0.50,0.50,1.00,1.00,15.60,0.00,0.00,0.00,0.00,0.00,0.00,,,2.30,1.72
Malachi Flynn,Tor,G,23.02,47.00,19.70,41.10,19.00,10.50,56.00,1.19,0.96,0.80,173.00,3.68,1.55,0.42,168.00,3.57,1.15,0.32,7.26,2.70,0.45,0.48,7.50,2.50,6.90,2.90,21.40,0.83,0.15,0.91,7.70,102.90,109.50,14.09,10.56
Bryn Forbes,Mil,G,27.82,70.00,19.30,40.30,18.50,7.30,61.00,0.87,0.67,0.77,188.00,2.69,1.37,0.51,341.00,4.87,2.20,0.45,7.56,3.57,0.62,0.63,10.00,1.60,4.30,0.60,4.50,0.33,0.01,0.63,4.40,118.00,111.60,15.51,11.63
Trent Forrest,Uta,G,22.93,30.00,10.10,21.00,14.30,20.90,19.00,0.63,0.63,1.00,45.00,1.50,0.90,0.60,26.00,0.87,0.17,0.19,2.37,1.07,0.49,0.55,2.90,1.50,7.70,1.50,19.90,0.30,0.13,0.70,7.40,112.40,104.50,11.31,8.48
Evan Fournier,Orl,G-F,28.55,26.00,30.30,63.00,26.20,11.30,123.00,4.73,3.77,0.80,181.00,6.96,3.73,0.54,188.00,7.23,2.81,0.39,14.19,6.54,0.56,0.60,19.70,2.90,4.90,3.70,20.90,1.04,0.35,2.08,7.90,114.00,111.00,22.49,16.87
Evan Fournier,Bos,G-F,28.55,16.00,29.50,61.50,18.00,9.60,14.00,0.88,0.62,0.71,77.00,4.81,2.06,0.43,95.00,5.94,2.75,0.46,10.75,4.81,0.58,0.58,13.00,3.30,6.20,3.10,14.90,1.25,0.63,1.19,6.90,116.10,107.50,17.73,13.30
De'Aaron Fox,Sac,G,23.41,58.00,35.10,73.10,31.00,11.90,417.00,7.19,5.17,0.72,790.00,13.62,7.34,0.54,320.00,5.52,1.78,0.32,19.14,9.12,0.52,0.57,25.20,3.50,5.50,7.20,32.70,1.50,0.47,3.00,9.80,112.30,112.80,26.10,19.58
Robert Franks,Orl,F,20.00,7.00,14.40,30.00,15.30,5.60,13.00,1.86,1.71,0.92,13.00,1.86,1.14,0.62,15.00,2.14,0.71,0.33,4.00,1.86,0.55,0.64,6.10,2.00,7.20,0.70,7.50,0.43,0.43,0.29,5.70,133.00,110.40,17.32,12.99
Tim Frazier,Mem,G,30.54,5.00,12.40,25.80,18.20,15.00,6.00,1.20,0.40,0.33,12.00,2.40,0.60,0.25,8.00,1.60,0.00,0.00,4.00,0.60,0.15,0.18,1.60,1.60,6.80,3.20,30.80,0.40,0.20,0.80,6.50,63.00,103.50,1.63,1.22
Markelle Fultz,Orl,G,22.97,8.00,26.90,56.00,26.20,13.80,19.00,2.38,2.13,0.90,88.00,11.00,4.62,0.42,16.00,2.00,0.50,0.25,13.00,5.12,0.41,0.46,12.90,3.10,6.00,5.40,33.10,1.00,0.25,2.25,8.90,95.90,109.20,15.50,11.62
Wenyen Gabriel,Nor,F,24.14,21.00,11.50,23.90,14.40,18.20,17.00,0.81,0.52,0.65,28.00,1.33,0.52,0.39,32.00,1.52,0.62,0.41,2.86,1.14,0.51,0.53,3.40,2.60,12.20,0.50,5.90,0.43,0.38,0.71,5.70,102.60,101.90,10.74,8.05
Daniel Gafford,Chi,F-C,22.63,31.00,12.40,25.80,14.40,17.30,41.00,1.32,0.87,0.66,87.00,2.81,1.94,0.69,0.00,0.00,0.00,0.00,2.81,1.94,0.69,0.70,4.70,3.30,14.90,0.50,6.20,0.35,1.10,0.71,6.40,127.20,99.90,19.79,14.84
Daniel Gafford,Was,F-C,22.63,23.00,17.80,37.00,18.90,10.20,67.00,2.91,1.96,0.67,138.00,6.00,4.09,0.68,0.00,0.00,0.00,0.00,6.00,4.09,0.68,0.70,10.10,5.60,16.60,0.50,4.40,0.65,1.78,0.83,6.80,132.50,103.30,29.10,21.82
Danilo Gallinari,Atl,F,32.77,51.00,24.00,49.90,21.20,7.20,174.00,3.41,3.16,0.93,221.00,4.33,2.02,0.47,254.00,4.98,2.02,0.41,9.31,4.04,0.54,0.61,13.30,4.20,9.50,1.50,9.20,0.59,0.20,0.84,7.30,122.50,106.60,20.62,15.46
Langston Galloway,Pho,G,29.44,40.00,10.90,22.80,17.30,7.60,23.00,0.58,0.55,0.96,62.00,1.55,0.75,0.48,85.00,2.13,0.90,0.42,3.68,1.65,0.57,0.61,4.80,1.10,5.40,0.70,8.00,0.20,0.00,0.33,5.70,117.40,111.30,13.07,9.80
Darius Garland,Cle,G,21.30,54.00,33.10,69.10,24.90,16.00,132.00,2.44,2.07,0.85,536.00,9.93,4.75,0.48,266.00,4.93,1.95,0.40,14.85,6.70,0.52,0.55,17.40,2.40,4.00,6.10,30.90,1.22,0.11,3.04,7.70,104.50,113.10,17.65,13.24
Marc Gasol,Lal,C,36.30,52.00,19.10,39.80,11.80,19.70,50.00,0.96,0.69,0.72,72.00,1.38,0.73,0.53,122.00,2.35,0.96,0.41,3.73,1.69,0.58,0.61,5.00,4.10,12.10,2.10,14.60,0.50,1.12,1.02,7.30,114.50,97.40,15.15,11.36
Rudy Gay,San,F-G,34.75,63.00,21.50,44.90,23.60,8.80,102.00,1.62,1.30,0.80,350.00,5.56,2.51,0.45,278.00,4.41,1.68,0.38,9.97,4.19,0.51,0.53,11.40,4.80,11.90,1.40,9.70,0.73,0.63,1.03,7.90,103.00,105.50,18.88,14.16
Paul George,Lac,F,31.04,54.00,33.70,70.30,30.00,14.50,228.00,4.22,3.66,0.87,537.00,9.94,5.07,0.51,416.00,7.70,3.17,0.41,17.65,8.24,0.56,0.60,23.30,6.60,11.10,5.20,24.60,1.15,0.44,3.31,11.00,112.70,105.60,25.49,19.12
Taj Gibson,Nyk,F,35.90,45.00,20.80,43.30,9.70,10.80,55.00,1.22,0.89,0.73,143.00,3.18,2.13,0.67,15.00,0.33,0.07,0.20,3.51,2.20,0.64,0.66,5.40,5.60,14.50,0.80,5.40,0.69,1.09,0.49,5.60,137.90,99.50,16.79,12.59
Harry Giles III,Por,F-C,23.07,38.00,9.20,19.10,15.90,15.50,27.00,0.71,0.42,0.59,74.00,1.95,0.89,0.46,23.00,0.61,0.21,0.35,2.55,1.10,0.47,0.50,2.80,3.50,20.40,0.80,11.30,0.21,0.34,0.53,8.60,105.80,98.50,14.30,10.73
Shai Gilgeous-Alexander,Okc,G-F,22.85,35.00,33.70,70.20,27.80,13.70,229.00,6.54,5.29,0.81,395.00,11.29,6.17,0.55,170.00,4.86,2.03,0.42,16.14,8.20,0.57,0.62,23.70,4.70,7.30,5.90,31.20,0.77,0.66,3.03,10.30,117.70,111.90,26.75,20.06
Anthony Gill,Was,F,28.58,26.00,8.40,17.50,14.20,10.70,16.00,0.62,0.50,0.81,36.00,1.38,0.88,0.64,24.00,0.92,0.27,0.29,2.31,1.15,0.56,0.60,3.10,2.00,12.40,0.40,6.70,0.38,0.15,0.31,6.40,119.20,102.00,14.71,11.03
Freddie Gillespie,Tor,F,20.00,20.00,19.60,40.80,12.20,10.90,33.00,1.65,1.15,0.70,84.00,4.20,2.20,0.52,0.00,0.00,0.00,0.00,4.20,2.20,0.52,0.56,5.60,4.90,13.60,0.50,3.20,0.65,1.05,0.60,4.90,119.50,105.00,14.90,11.17
Rudy Gobert,Uta,C,28.89,71.00,30.80,64.20,17.00,13.70,374.00,5.27,3.28,0.62,575.00,8.10,5.51,0.68,4.00,0.06,0.00,0.00,8.15,5.51,0.68,0.68,14.30,13.50,23.30,1.30,6.00,0.56,2.68,1.66,8.20,129.90,99.10,27.40,20.55
Brandon Goodwin,Atl,G,25.62,47.00,13.20,27.50,19.50,13.00,43.00,0.91,0.60,0.65,120.00,2.55,1.11,0.43,103.00,2.19,0.68,0.31,4.74,1.79,0.45,0.47,4.90,1.50,6.10,2.00,21.70,0.36,0.00,0.77,7.40,100.20,110.20,10.71,8.03
Aaron Gordon,Orl,F,25.67,25.00,29.40,61.30,23.90,16.50,105.00,4.20,2.64,0.63,181.00,7.24,3.44,0.48,112.00,4.48,1.68,0.38,11.72,5.12,0.51,0.54,14.60,6.60,11.70,4.20,23.00,0.64,0.80,2.68,10.10,102.80,109.90,18.44,13.83
Aaron Gordon,Den,F,25.67,25.00,25.90,54.00,17.10,11.40,44.00,1.76,1.24,0.71,142.00,5.68,3.44,0.61,64.00,2.56,0.68,0.27,8.24,4.12,0.54,0.56,10.20,4.70,10.30,2.20,11.80,0.68,0.56,1.16,7.30,114.60,110.30,16.21,12.16
Eric Gordon,Hou,G,32.39,27.00,29.20,60.90,25.20,10.90,114.00,4.22,3.48,0.83,157.00,5.81,3.33,0.57,210.00,7.78,2.56,0.33,13.59,5.89,0.53,0.58,17.80,2.10,3.90,2.60,14.60,0.52,0.48,1.89,6.30,108.40,115.80,18.27,13.70
Devonte' Graham,Cha,G,26.23,55.00,30.20,62.80,21.40,10.20,158.00,2.87,2.42,0.84,192.00,3.49,1.33,0.38,477.00,8.67,3.25,0.38,12.16,4.58,0.51,0.55,14.80,2.70,4.80,5.40,26.30,0.87,0.11,1.53,7.90,115.30,113.60,18.26,13.69
Jerami Grant,Det,F,27.18,54.00,33.90,70.60,28.50,9.10,343.00,6.35,5.37,0.85,603.00,11.17,5.28,0.47,329.00,6.09,2.13,0.35,17.26,7.41,0.49,0.56,22.30,4.60,7.60,2.80,14.30,0.65,1.07,2.02,7.80,108.80,110.00,21.47,16.10
Danny Green,Phi,G,33.90,69.00,28.00,58.40,14.00,10.50,40.00,0.58,0.45,0.78,113.00,1.64,0.71,0.43,432.00,6.26,2.54,0.41,7.90,3.25,0.57,0.58,9.50,3.80,7.40,1.70,8.30,1.33,0.81,0.96,5.60,113.30,105.00,14.59,10.94
Draymond Green,Gol,F,31.20,63.00,31.50,65.50,13.10,31.00,88.00,1.40,1.11,0.80,254.00,4.03,2.16,0.54,126.00,2.00,0.54,0.27,6.03,2.70,0.49,0.53,7.00,7.10,12.10,8.90,36.50,1.70,0.83,2.98,9.70,109.80,101.20,18.20,13.65
JaMychal Green,Den,F-C,30.90,58.00,19.30,40.20,17.60,11.70,57.00,0.98,0.79,0.81,176.00,3.03,1.62,0.53,198.00,3.41,1.36,0.40,6.45,2.98,0.57,0.59,8.10,4.80,14.00,0.90,6.40,0.45,0.38,0.91,6.80,115.20,101.50,16.56,12.42
Javonte Green,Bos,G-F,27.82,25.00,13.80,28.80,12.10,13.40,30.00,1.20,0.80,0.67,49.00,1.96,1.28,0.65,22.00,0.88,0.28,0.32,2.84,1.56,0.60,0.62,4.20,2.10,8.40,0.40,4.30,0.72,0.08,0.52,4.40,119.40,106.50,12.23,9.18
Javonte Green,Chi,G-F,27.82,16.00,8.00,16.70,14.00,14.50,10.00,0.63,0.63,1.00,23.00,1.44,0.69,0.48,8.00,0.50,0.19,0.38,1.94,0.87,0.50,0.58,2.60,1.20,8.20,0.40,6.10,0.63,0.25,0.38,5.40,111.50,102.40,12.83,9.62
Jeff Green,Bro,F,34.72,68.00,27.00,56.20,15.60,8.20,161.00,2.37,1.84,0.78,280.00,4.12,2.32,0.56,250.00,3.68,1.51,0.41,7.79,3.84,0.59,0.62,11.00,3.90,7.90,1.60,7.80,0.53,0.40,0.79,6.10,121.80,111.00,16.27,12.20
Josh Green,Dal,G,20.50,39.00,11.40,23.80,11.90,14.20,23.00,0.59,0.33,0.57,68.00,1.74,0.97,0.56,25.00,0.64,0.10,0.16,2.38,1.08,0.47,0.49,2.60,2.00,9.70,0.70,8.30,0.41,0.08,0.44,5.40,105.40,108.20,8.24,6.18
Blake Griffin,Det,F,32.17,20.00,31.30,65.20,19.60,11.40,62.00,3.10,2.20,0.71,98.00,4.90,2.10,0.43,124.00,6.20,1.95,0.32,11.10,4.06,0.45,0.49,12.30,5.20,9.20,3.90,18.40,0.70,0.10,1.60,8.00,100.90,109.00,13.81,10.35
Blake Griffin,Bro,F,32.17,26.00,21.50,44.90,18.90,12.30,55.00,2.12,1.65,0.78,108.00,4.15,2.38,0.57,81.00,3.12,1.19,0.38,7.27,3.58,0.57,0.61,10.00,4.70,11.90,2.40,15.50,0.69,0.50,1.15,9.00,120.60,102.80,20.58,15.44
Kyle Guy,Sac,G,23.77,31.00,7.60,15.80,19.70,10.20,20.00,0.65,0.52,0.80,42.00,1.35,0.52,0.38,46.00,1.48,0.42,0.28,2.84,0.94,0.40,0.45,2.80,1.10,8.30,1.00,17.80,0.19,0.00,0.35,7.70,98.50,112.50,8.68,6.51
Rui Hachimura,Was,F,23.27,57.00,31.50,65.70,18.10,8.60,161.00,2.82,2.17,0.77,511.00,8.96,4.65,0.52,137.00,2.40,0.79,0.33,11.37,5.44,0.51,0.55,13.80,5.50,9.20,1.40,6.30,0.79,0.12,1.19,6.00,106.80,109.60,15.44,11.58
Ashton Hagans,Min,G-F,21.86,2.00,2.10,4.30,10.20,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,,,-29.02,-21.77
Tyrese Haliburton,Sac,G,21.21,58.00,30.10,62.70,18.10,12.50,56.00,0.97,0.83,0.86,323.00,5.57,2.95,0.53,296.00,5.10,2.09,0.41,10.67,5.03,0.57,0.59,13.00,3.00,5.50,5.30,24.60,1.33,0.48,1.59,7.90,117.80,116.90,19.19,14.39
Donta Hall,Orl,C,23.78,13.00,13.80,28.70,14.00,13.80,34.00,2.62,1.77,0.68,35.00,2.69,1.92,0.71,0.00,0.00,0.00,0.00,2.69,1.92,0.71,0.73,5.60,4.80,17.90,0.80,9.40,0.38,0.77,0.62,8.10,140.60,104.70,23.17,17.38
Josh Hall,Okc,F,20.60,21.00,16.00,33.30,18.10,17.40,44.00,2.10,1.05,0.50,62.00,2.95,1.24,0.42,37.00,1.76,0.19,0.11,4.71,1.43,0.32,0.36,4.10,2.80,9.10,1.30,11.60,0.19,0.05,1.19,6.20,73.30,106.30,3.37,2.52
R.J. Hampton,Den,G,20.27,25.00,9.30,19.40,14.30,14.40,12.00,0.48,0.36,0.75,42.00,1.68,0.80,0.48,18.00,0.72,0.20,0.28,2.40,1.00,0.46,0.49,2.60,2.00,12.20,0.60,7.70,0.20,0.08,0.44,6.30,99.30,105.60,8.37,6.28
R.J. Hampton,Orl,G,20.27,26.00,25.20,52.50,21.50,12.90,70.00,2.69,1.77,0.66,184.00,7.08,3.43,0.48,69.00,2.65,0.85,0.32,9.73,4.27,0.48,0.51,11.20,5.00,10.20,2.80,17.80,0.62,0.35,1.62,8.60,100.40,110.70,15.74,11.80
Tim Hardaway Jr.,Dal,G-F,29.17,70.00,28.40,59.10,23.40,6.10,174.00,2.49,2.03,0.82,382.00,5.46,2.86,0.52,529.00,7.56,2.95,0.39,13.01,5.81,0.56,0.59,16.60,3.30,6.40,1.80,9.80,0.44,0.16,0.91,6.50,116.00,112.40,19.01,14.25
James Harden,Hou,G,31.72,8.00,36.30,75.50,28.70,17.40,60.00,7.50,6.62,0.88,63.00,7.88,4.38,0.56,72.00,9.00,3.12,0.35,16.88,7.50,0.54,0.61,24.80,5.10,7.50,10.40,46.90,0.88,0.75,4.25,12.10,118.80,114.60,28.11,21.09
James Harden,Bro,G,31.72,36.00,36.60,76.30,28.40,16.70,263.00,7.31,6.25,0.86,337.00,9.36,5.17,0.55,262.00,7.28,2.66,0.37,16.64,7.83,0.55,0.62,24.60,8.60,12.90,10.90,43.80,1.28,0.75,3.97,14.40,122.40,107.80,31.67,23.75
Maurice Harkless,Mia,F-G,28.02,11.00,11.20,23.40,6.20,17.80,2.00,0.18,0.00,0.00,2.00,0.18,0.00,0.00,11.00,1.00,0.46,0.46,1.18,0.46,0.58,0.54,1.40,1.20,6.00,0.60,7.30,0.18,0.36,0.27,3.60,105.00,104.30,4.78,3.59
Maurice Harkless,Sac,F-G,28.02,26.00,24.90,52.00,12.60,10.50,41.00,1.58,1.27,0.81,79.00,3.04,1.77,0.58,73.00,2.81,0.69,0.25,5.85,2.46,0.48,0.53,6.90,3.00,6.60,1.40,7.20,1.08,0.65,0.77,4.90,105.60,109.30,11.74,8.80
Jared Harper,Nyk,G,23.67,8.00,2.00,4.20,24.10,34.20,4.00,0.50,0.38,0.75,3.00,0.38,0.00,0.00,1.00,0.13,0.00,0.00,0.50,0.00,0.00,0.26,0.40,0.30,6.70,0.10,7.60,0.00,0.00,0.38,4.60,,,-24.40,-18.30
Montrezl Harrell,Lal,F-C,27.30,69.00,22.90,47.70,21.70,9.40,256.00,3.71,2.62,0.71,593.00,8.59,5.43,0.63,10.00,0.14,0.00,0.00,8.74,5.43,0.62,0.65,13.50,6.20,15.20,1.10,7.70,0.67,0.71,1.07,7.90,126.40,101.20,25.68,19.26
Gary Harris,Den,G,26.67,19.00,30.60,63.80,13.70,7.60,30.00,1.58,1.16,0.73,81.00,4.26,2.37,0.56,75.00,3.95,1.26,0.32,8.21,3.63,0.52,0.54,9.70,2.50,4.60,1.70,7.10,0.89,0.21,0.74,4.50,112.00,111.60,11.16,8.37
Gary Harris,Orl,G,26.67,20.00,24.90,52.00,20.20,9.90,48.00,2.40,2.10,0.88,123.00,6.15,2.25,0.37,66.00,3.30,1.20,0.36,9.45,3.45,0.43,0.49,10.20,1.60,3.30,2.30,14.10,0.55,0.30,1.15,5.40,99.40,113.00,11.13,8.35
Jalen Harris,Tor,G,22.76,13.00,13.20,27.60,22.60,15.60,9.00,0.69,0.54,0.78,36.00,2.77,1.46,0.53,36.00,2.77,1.31,0.47,5.54,2.77,0.62,0.63,7.40,1.40,5.80,1.30,16.00,0.62,0.00,1.08,7.20,109.90,108.50,17.95,13.46
Joe Harris,Bro,G-F,29.69,69.00,31.00,64.70,16.20,7.80,63.00,0.91,0.71,0.78,263.00,3.81,2.12,0.56,444.00,6.43,3.06,0.48,10.25,5.17,0.65,0.66,14.10,3.60,6.40,1.90,8.40,0.68,0.20,0.90,5.90,125.30,111.70,17.48,13.11
Shaquille Harrison,Uta,G,27.61,17.00,3.30,6.80,21.40,18.10,6.00,0.35,0.29,0.83,18.00,1.06,0.35,0.33,2.00,0.12,0.00,0.00,1.18,0.35,0.30,0.38,1.00,0.50,8.60,0.50,21.60,0.12,0.00,0.29,7.60,,,-1.21,-0.90
Shaquille Harrison,Den,G,27.61,17.00,16.30,33.90,11.20,8.40,16.00,0.94,0.77,0.81,44.00,2.59,1.00,0.39,14.00,0.82,0.18,0.21,3.41,1.18,0.37,0.43,3.30,2.30,8.00,0.90,7.10,0.88,0.29,0.35,4.70,96.70,102.90,8.81,6.61
Tobias Harris,Phi,F,28.84,62.00,32.50,67.70,23.90,9.50,204.00,3.29,2.93,0.89,716.00,11.55,6.31,0.55,208.00,3.35,1.32,0.39,14.90,7.63,0.56,0.60,19.50,6.80,11.40,3.50,17.60,0.89,0.82,1.73,9.50,118.00,104.90,24.50,18.37
Isaiah Hartenstein,Den,C-F,23.03,30.00,9.10,18.90,18.70,18.00,36.00,1.20,0.73,0.61,80.00,2.67,1.37,0.51,0.00,0.00,0.00,0.00,2.67,1.37,0.51,0.54,3.50,2.80,17.70,0.50,7.40,0.37,0.67,0.70,7.50,108.60,90.10,16.09,12.07
Isaiah Hartenstein,Cle,C-F,23.03,16.00,17.90,37.30,19.70,17.80,35.00,2.19,1.50,0.69,85.00,5.31,3.19,0.60,6.00,0.38,0.12,0.33,5.69,3.31,0.59,0.62,8.30,6.00,18.70,2.50,22.80,0.50,1.19,1.44,11.20,116.80,97.80,24.48,18.36
Josh Hart,Nor,G,26.20,47.00,28.70,59.80,13.50,11.80,89.00,1.89,1.47,0.78,150.00,3.19,1.87,0.59,193.00,4.11,1.34,0.33,7.30,3.21,0.53,0.57,9.20,8.00,15.20,2.30,10.50,0.81,0.26,1.09,7.70,115.20,105.70,16.25,12.18
Udonis Haslem,Mia,F,40.94,1.00,2.70,5.60,33.40,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,1.00,4.00,1.00,21.20,0.00,0.00,0.00,0.00,0.00,0.00,,,59.38,44.54
Jaxson Hayes,Nor,C-F,20.98,60.00,16.10,33.50,16.20,10.50,120.00,2.00,1.55,0.78,266.00,4.43,2.82,0.64,14.00,0.23,0.10,0.43,4.67,2.92,0.64,0.68,7.50,4.30,14.50,0.60,5.20,0.42,0.63,0.65,6.70,130.60,105.00,21.52,16.14
Killian Hayes,Det,G,19.81,26.00,25.80,53.70,19.00,28.50,17.00,0.65,0.54,0.82,129.00,4.96,1.96,0.40,72.00,2.77,0.77,0.28,7.73,2.73,0.40,0.42,6.80,2.70,5.70,5.30,29.70,1.04,0.38,3.19,7.10,81.50,107.50,8.17,6.13
Gordon Hayward,Cha,F,31.15,44.00,34.00,70.80,23.90,11.00,185.00,4.20,3.54,0.84,453.00,10.30,5.14,0.50,205.00,4.66,1.93,0.42,14.95,7.07,0.54,0.58,19.60,5.90,9.30,4.10,19.50,1.18,0.32,2.07,9.20,113.90,110.70,22.26,16.70
Juancho Hernangomez,Min,F,25.63,52.00,17.30,36.10,17.20,7.30,97.00,1.87,1.15,0.62,131.00,2.52,1.44,0.57,168.00,3.23,1.06,0.33,5.75,2.50,0.53,0.55,7.20,3.90,12.30,0.70,5.60,0.37,0.13,0.52,6.20,110.40,112.70,14.85,11.14
Willy Hernangomez,Nor,C-F,26.97,47.00,18.00,37.50,17.00,9.90,93.00,1.98,1.32,0.67,258.00,5.49,3.19,0.58,10.00,0.21,0.02,0.10,5.70,3.21,0.57,0.59,7.80,7.10,21.40,1.10,8.40,0.47,0.49,0.72,8.70,123.40,105.60,22.09,16.57
Tyler Herro,Mia,G,21.32,54.00,30.30,63.10,23.50,11.90,117.00,2.17,1.74,0.80,402.00,7.44,3.71,0.50,297.00,5.50,1.98,0.36,12.94,5.69,0.52,0.54,15.10,4.90,9.30,3.40,18.00,0.65,0.31,1.87,8.30,103.60,110.30,17.17,12.88
Buddy Hield,Sac,G,28.41,71.00,34.30,71.40,20.70,11.10,104.00,1.46,1.24,0.85,271.00,3.82,1.70,0.45,721.00,10.15,3.97,0.39,13.97,5.67,0.55,0.57,16.60,4.70,7.60,3.60,14.70,0.89,0.42,1.83,7.60,108.50,113.90,17.01,12.76
George Hill,Okc,G,35.04,14.00,26.30,54.90,16.50,8.40,25.00,1.79,1.50,0.84,63.00,4.50,2.79,0.62,57.00,4.07,1.57,0.39,8.57,4.36,0.60,0.63,11.80,2.10,4.10,3.10,18.20,0.86,0.14,0.86,6.50,126.60,116.00,18.30,13.72
George Hill,Phi,G,35.04,16.00,18.90,39.50,15.20,17.80,25.00,1.56,1.19,0.76,54.00,3.38,1.56,0.46,23.00,1.44,0.56,0.39,4.81,2.12,0.50,0.55,6.00,2.00,5.80,1.90,13.30,0.69,0.19,1.19,6.00,104.40,106.60,11.21,8.40
Solomon Hill,Atl,F,30.16,71.00,21.30,44.40,10.30,11.70,46.00,0.65,0.49,0.76,85.00,1.20,0.54,0.45,212.00,2.99,0.96,0.32,4.18,1.49,0.47,0.50,4.40,3.00,7.70,1.10,6.40,0.70,0.15,0.59,4.60,103.50,108.30,8.26,6.20
Nate Hinton,Dal,G-F,21.94,21.00,4.40,9.30,24.30,9.70,10.00,0.48,0.33,0.70,23.00,1.10,0.52,0.48,19.00,0.90,0.19,0.21,2.00,0.71,0.41,0.44,2.00,0.40,5.30,0.40,12.30,0.29,0.10,0.24,6.20,90.50,106.30,6.62,4.96
Jaylen Hoard,Okc,F,22.13,19.00,16.80,35.00,16.30,13.80,41.00,2.16,1.47,0.68,77.00,4.05,2.31,0.57,11.00,0.58,0.00,0.00,4.63,2.31,0.50,0.55,6.10,3.40,10.60,1.30,11.20,0.68,0.26,0.89,7.10,108.80,110.40,14.87,11.15
Aaron Holiday,Ind,G,24.63,66.00,17.80,37.10,19.50,12.30,83.00,1.26,1.03,0.82,254.00,3.85,1.56,0.41,182.00,2.76,1.01,0.37,6.61,2.58,0.47,0.50,7.20,1.30,4.10,1.90,14.10,0.70,0.20,1.00,5.90,98.60,110.70,11.94,8.96
Jrue Holiday,Mil,G,30.93,59.00,32.30,67.30,22.20,12.60,136.00,2.31,1.81,0.79,540.00,9.15,5.13,0.56,283.00,4.80,1.88,0.39,13.95,7.01,0.57,0.59,17.70,4.50,7.40,6.10,26.30,1.64,0.63,2.15,9.70,119.90,109.20,24.13,18.10
Justin Holiday,Ind,F-G,32.12,72.00,30.30,63.20,14.00,7.50,85.00,1.18,0.93,0.79,172.00,2.39,1.18,0.49,453.00,6.29,2.40,0.38,8.68,3.58,0.55,0.57,10.50,3.60,6.40,1.70,7.10,1.03,0.57,0.75,5.30,111.30,111.70,13.68,10.26
Rondae Hollis-Jefferson,Por,F,26.37,11.00,9.80,20.30,10.80,7.40,16.00,1.45,0.82,0.56,17.00,1.55,0.82,0.53,1.00,0.09,0.00,0.00,1.64,0.82,0.50,0.54,2.50,2.40,12.90,1.20,15.60,0.18,0.36,0.18,7.90,134.50,104.70,14.23,10.67
Richaun Holmes,Sac,F,27.59,61.00,29.20,60.80,17.50,10.30,170.00,2.79,2.21,0.79,564.00,9.25,5.96,0.65,11.00,0.18,0.03,0.18,9.43,6.00,0.64,0.67,14.20,8.30,15.70,1.70,8.30,0.64,1.56,1.23,8.00,129.50,106.70,24.51,18.38
Rodney Hood,Por,G-F,28.57,38.00,19.10,39.80,14.10,13.10,12.00,0.32,0.24,0.75,117.00,3.08,1.26,0.41,84.00,2.21,0.66,0.30,5.29,1.92,0.43,0.44,4.70,1.90,5.40,1.20,8.50,0.53,0.11,0.82,4.60,91.10,112.50,6.06,4.54
Rodney Hood,Tor,G-F,28.57,17.00,12.70,26.50,14.20,7.00,16.00,0.94,0.88,0.94,30.00,1.76,0.71,0.40,29.00,1.71,0.53,0.31,3.47,1.23,0.43,0.50,3.90,1.80,7.60,0.40,3.80,0.24,0.18,0.29,4.40,102.80,111.50,8.72,6.54
Al Horford,Okc,C-F,34.95,28.00,27.90,58.20,21.60,7.30,22.00,0.79,0.64,0.82,208.00,7.43,3.79,0.51,152.00,5.43,2.00,0.37,12.86,5.79,0.53,0.54,14.20,6.70,12.50,3.40,20.10,0.89,0.93,1.04,9.80,111.20,109.00,22.00,16.50
Talen Horton-Tucker,Lal,G,20.47,65.00,20.10,41.80,21.70,16.30,129.00,1.98,1.54,0.78,357.00,5.49,2.88,0.52,131.00,2.02,0.57,0.28,7.51,3.45,0.50,0.54,9.00,2.60,7.30,2.80,20.80,0.97,0.32,1.63,8.00,102.60,99.70,16.32,12.24
